,Slowest end time,Training end time,Delay time (sec),Training stall time (sec),Training Stall time (sec)_gpu0,Training Stall time (sec)_gpu1,Training Stall time (sec)_gpu2,Training Stall time (sec)_gpu3
19,2021-08-19 14:47:39.588394,2021-08-19 14:47:40.498694,0.0058429999999995985,6.14532,6.139477,6.142196,6.143084,6.14532
20,2021-08-19 14:47:39.589218,2021-08-19 14:47:41.408994,0,0,0,0,0,0
21,2021-08-19 14:47:40.166769,2021-08-19 14:47:42.319294,0,0,0,0,0,0
22,2021-08-19 14:47:48.641807,2021-08-19 14:47:49.552107,0.0058429999999995985,6.322513,6.31667,6.319389,6.320277,6.322513
23,2021-08-19 14:47:48.491903,2021-08-19 14:47:50.462407,0,0,0,0,0,0
24,2021-08-19 14:47:48.831120,2021-08-19 14:47:51.372707,0,0,0,0,0,0
25,2021-08-19 14:47:57.891905,2021-08-19 14:47:58.802205,0.005843000000000487,6.519198,6.513355,6.516074,6.516962,6.519198
26,2021-08-19 14:47:57.352110,2021-08-19 14:47:59.712505,0,0,0,0,0,0
27,2021-08-19 14:47:57.596268,2021-08-19 14:48:00.622805,0,0,0,0,0,0
28,2021-08-19 14:48:06.716382,2021-08-19 14:48:07.626682,0.0058429999999995985,6.093577,6.087734,6.090453,6.091341,6.093577
29,2021-08-19 14:48:06.349966,2021-08-19 14:48:08.536982,0,0,0,0,0,0
30,2021-08-19 14:48:06.283580,2021-08-19 14:48:09.447282,0,0,0,0,0,0
31,2021-08-19 14:48:15.468927,2021-08-19 14:48:16.379227,0.005843000000000487,6.021645,6.015802,6.018521,6.019409,6.021645
32,2021-08-19 14:48:17.392423,2021-08-19 14:48:18.302723,0.005857000000000001,1.013196,1.007339,1.010045,1.012013,1.013196
33,2021-08-19 14:48:14.928131,2021-08-19 14:48:19.213023,0,0,0,0,0,0
34,2021-08-19 14:48:24.360993,2021-08-19 14:48:25.271293,0.0058429999999995985,5.14797,5.142127,5.144846,5.145734,5.14797
35,2021-08-19 14:48:26.355336,2021-08-19 14:48:27.265636,0.005857000000000001,1.084043,1.078186,1.080892,1.08286,1.084043
36,2021-08-19 14:48:23.820470,2021-08-19 14:48:28.175936,0,0,0,0,0,0
37,2021-08-19 14:48:33.331283,2021-08-19 14:48:34.241583,0.0058429999999995985,5.155347,5.149504,5.152223,5.153111,5.155347
38,2021-08-19 14:48:35.321870,2021-08-19 14:48:36.232170,0.005857000000000001,1.080287,1.07443,1.077136,1.079104,1.080287
39,2021-08-19 14:48:32.601334,2021-08-19 14:48:37.142470,0,0,0,0,0,0
40,2021-08-19 14:48:42.307581,2021-08-19 14:48:43.217881,0.0058429999999995985,5.165111,5.159268,5.161987,5.162875,5.165111
41,2021-08-19 14:48:45.217652,2021-08-19 14:48:46.127952,0.005857000000000001,1.999771,1.993914,1.99662,1.998588,1.999771
42,2021-08-19 14:48:41.441237,2021-08-19 14:48:47.038252,0,0,0,0,0,0
43,2021-08-19 14:48:51.180334,2021-08-19 14:48:52.090634,0.005843000000000487,4.142082,4.136239,4.138958,4.139846,4.142082
44,2021-08-19 14:48:54.401323,2021-08-19 14:48:55.311623,0.005856999999999779,2.310689,2.304832,2.307538,2.309506,2.310689
45,2021-08-19 14:48:50.308160,2021-08-19 14:48:56.221923,0,0,0,0,0,0
46,2021-08-19 14:49:00.245684,2021-08-19 14:49:01.155984,0.005843000000000487,4.023761,4.017918,4.020637,4.021525,4.023761
47,2021-08-19 14:49:03.342513,2021-08-19 14:49:04.252813,0.005857000000000223,2.186529,2.180672,2.183378,2.185346,2.186529
48,2021-08-19 14:48:59.344359,2021-08-19 14:49:05.163113,0,0,0,0,0,0
49,2021-08-19 14:49:09.305715,2021-08-19 14:49:10.216015,0.005843000000000487,4.142602,4.136759,4.139478,4.140366,4.142602
50,2021-08-19 14:49:12.499994,2021-08-19 14:49:13.410294,0.005856999999999779,2.283979,2.278122,2.280828,2.282796,2.283979
51,2021-08-19 14:49:08.268213,2021-08-19 14:49:14.320594,0,0,0,0,0,0
52,2021-08-19 14:49:18.383418,2021-08-19 14:49:19.293718,0.0058429999999995985,4.062824,4.056981,4.0597,4.060588,4.062824
53,2021-08-19 14:49:21.580627,2021-08-19 14:49:22.490927,0.005857000000000223,2.286909,2.281052,2.283758,2.285726,2.286909
54,2021-08-19 14:49:17.280905,2021-08-19 14:49:23.401227,0,0,0,0,0,0
55,2021-08-19 14:49:27.565453,2021-08-19 14:49:28.475753,0.005843000000000487,4.164226,4.158383,4.161102,4.16199,4.164226
56,2021-08-19 14:49:30.686474,2021-08-19 14:49:31.596774,0.005856999999999779,2.210721,2.204864,2.20757,2.209538,2.210721
57,2021-08-19 14:49:26.112588,2021-08-19 14:49:32.507074,0,0,0,0,0,0
58,2021-08-19 14:49:36.548927,2021-08-19 14:49:37.459227,0.0058429999999995985,4.041853,4.03601,4.038729,4.039617,4.041853
59,2021-08-19 14:49:40.136842,2021-08-19 14:49:41.047142,0.005856999999999779,2.677615,2.671758,2.674464,2.676432,2.677615
60,2021-08-19 14:49:35.107682,2021-08-19 14:49:41.957442,0,0,0,0,0,0
61,2021-08-19 14:49:45.778087,2021-08-19 14:49:46.688387,0.005843000000000043,3.820645,3.814802,3.817521,3.818409,3.820645
62,2021-08-19 14:49:49.254860,2021-08-19 14:49:50.165160,0.005856999999999779,2.566473,2.560616,2.563322,2.56529,2.566473
63,2021-08-19 14:49:44.252069,2021-08-19 14:49:51.075460,0,0,0,0,0,0
64,2021-08-19 14:49:54.758237,2021-08-19 14:49:55.668537,0.005843000000000043,3.682777,3.676934,3.679653,3.680541,3.682777
65,2021-08-19 14:49:59.146053,2021-08-19 14:50:00.056353,0.005857000000000223,3.477516,3.471659,3.474365,3.476333,3.477516
66,2021-08-19 14:49:54.120213,2021-08-19 14:50:00.966653,0,0,0,0,0,0
67,2021-08-19 14:50:03.568890,2021-08-19 14:50:04.479190,0.005843000000000043,2.602237,2.596394,2.599113,2.600001,2.602237
68,2021-08-19 14:50:08.042039,2021-08-19 14:50:08.952339,0.005856999999999779,3.562849,3.556992,3.559698,3.561666,3.562849
69,2021-08-19 14:50:03.016295,2021-08-19 14:50:09.862639,0,0,0,0,0,0
70,2021-08-19 14:50:12.709127,2021-08-19 14:50:13.619427,0.005843000000000043,2.846488,2.840645,2.843364,2.844252,2.846488
71,2021-08-19 14:50:17.106900,2021-08-19 14:50:18.017200,0.005857000000000223,3.487473,3.481616,3.484322,3.48629,3.487473
72,2021-08-19 14:50:12.115489,2021-08-19 14:50:18.927500,0,0,0,0,0,0
73,2021-08-19 14:50:21.851556,2021-08-19 14:50:22.761856,0.005843000000000043,2.924056,2.918213,2.920932,2.92182,2.924056
74,2021-08-19 14:50:26.053071,2021-08-19 14:50:26.963371,0.005856999999999779,3.291215,3.285358,3.288064,3.290032,3.291215
75,2021-08-19 14:50:21.160323,2021-08-19 14:50:27.873671,0,0,0,0,0,0
76,2021-08-19 14:50:30.755338,2021-08-19 14:50:31.665638,0.005843000000000043,2.881667,2.875824,2.878543,2.879431,2.881667
77,2021-08-19 14:50:35.764633,2021-08-19 14:50:36.674933,0.005857000000000667,4.098995,4.093138,4.095844,4.097812,4.098995
78,2021-08-19 14:50:30.173369,2021-08-19 14:50:37.585233,0,0,0,0,0,0
79,2021-08-19 14:50:39.824627,2021-08-19 14:50:40.734927,0.005843000000000043,2.239394,2.233551,2.23627,2.237158,2.239394
80,2021-08-19 14:50:46.656680,2021-08-19 14:50:47.566980,0.005856999999999779,5.921753,5.915896,5.918602,5.92057,5.921753
81,2021-08-19 14:50:39.085878,2021-08-19 14:50:48.477280,0,0,0,0,0,0
82,2021-08-19 14:50:48.699034,2021-08-19 14:50:49.609334,0.005843000000000015,0.221754,0.215911,0.21863,0.219518,0.221754
83,2021-08-19 14:50:55.284263,2021-08-19 14:50:56.194563,0.005856999999999779,5.674929,5.669072,5.671778,5.673746,5.674929
84,2021-08-19 14:50:47.874739,2021-08-19 14:50:57.104863,0,0,0,0,0,0
85,2021-08-19 14:50:57.630126,2021-08-19 14:50:58.540426,0.005843000000000043,0.525263,0.51942,0.522139,0.523027,0.525263
86,2021-08-19 14:51:03.766976,2021-08-19 14:51:04.677276,0.005856999999999779,5.22655,5.220693,5.223399,5.225367,5.22655
87,2021-08-19 14:50:57.196181,2021-08-19 14:51:05.587576,0,0,0,0,0,0
88,2021-08-19 14:51:06.548599,2021-08-19 14:51:07.458899,0.005842999999999932,0.961023,0.95518,0.957899,0.958787,0.961023
89,2021-08-19 14:51:12.671014,2021-08-19 14:51:13.581314,0.005856999999999779,5.212115,5.206258,5.208964,5.210932,5.212115
90,2021-08-19 14:51:06.260884,2021-08-19 14:51:14.491614,0,0,0,0,0,0
91,2021-08-19 14:51:15.499548,2021-08-19 14:51:16.409848,0.005843000000000043,1.007934,1.002091,1.00481,1.005698,1.007934
92,2021-08-19 14:51:21.785743,2021-08-19 14:51:22.696043,0.005856999999999779,5.375895,5.370038,5.372744,5.374712,5.375895
93,2021-08-19 14:51:15.180289,2021-08-19 14:51:23.606343,0,0,0,0,0,0
94,2021-08-19 14:51:24.508549,2021-08-19 14:51:25.418849,0.005842999999999932,0.902206,0.896363,0.899082,0.89997,0.902206
95,2021-08-19 14:51:31.077578,2021-08-19 14:51:31.987878,0.005856999999999779,5.658729,5.652872,5.655578,5.657546,5.658729
96,2021-08-19 14:51:24.338900,2021-08-19 14:51:32.898178,0,0,0,0,0,0
97,2021-08-19 14:51:34.385980,2021-08-19 14:51:35.296280,0.005843000000000043,1.487802,1.481959,1.484678,1.485566,1.487802
98,2021-08-19 14:51:40.284795,2021-08-19 14:51:41.195095,0.005856999999999779,4.988515,4.982658,4.985364,4.987332,4.988515
99,2021-08-19 14:51:33.301393,2021-08-19 14:51:42.105395,0,0,0,0,0,0
100,2021-08-19 14:51:43.286169,2021-08-19 14:51:44.196469,0.005843000000000043,1.180774,1.174931,1.17765,1.178538,1.180774
101,2021-08-19 14:51:49.458413,2021-08-19 14:51:50.368713,0.005856999999999779,5.261944,5.256087,5.258793,5.260761,5.261944
102,2021-08-19 14:51:42.454725,2021-08-19 14:51:51.279013,0,0,0,0,0,0
103,2021-08-19 14:51:52.336250,2021-08-19 14:51:53.246550,0.005843000000000043,1.057237,1.051394,1.054113,1.055001,1.057237
104,2021-08-19 14:51:58.563927,2021-08-19 14:51:59.474227,0.005856999999999779,5.317377,5.31152,5.314226,5.316194,5.317377
105,2021-08-19 14:51:51.413341,2021-08-19 14:52:00.384527,0,0,0,0,0,0
106,2021-08-19 14:52:01.196231,2021-08-19 14:52:02.106531,0.005842999999999932,0.811704,0.805861,0.80858,0.809468,0.811704
107,2021-08-19 14:52:07.563160,2021-08-19 14:52:08.473460,0.005857000000000667,5.456629,5.450772,5.453478,5.455446,5.456629
108,2021-08-19 14:52:00.512974,2021-08-19 14:52:09.383760,0,0,0,0,0,0
109,2021-08-19 14:52:10.095086,2021-08-19 14:52:11.005386,0.005843000000000043,0.711326,0.705483,0.708202,0.70909,0.711326
110,2021-08-19 14:52:16.564377,2021-08-19 14:52:17.474677,0.005856999999999779,5.558991,5.553134,5.55584,5.557808,5.558991
111,2021-08-19 14:52:09.406933,2021-08-19 14:52:18.384977,0,0,0,0,0,0
112,2021-08-19 14:52:19.018243,2021-08-19 14:52:19.928543,0.005843000000000043,0.633266,0.627423,0.630142,0.63103,0.633266
113,2021-08-19 14:52:25.648932,2021-08-19 14:52:26.559232,0.005856999999999779,5.720389,5.714532,5.717238,5.719206,5.720389
114,2021-08-19 14:52:18.349047,2021-08-19 14:52:27.469532,0,0,0,0,0,0
115,2021-08-19 14:52:28.135884,2021-08-19 14:52:29.046184,0.005843000000000043,0.666352,0.660509,0.663228,0.664116,0.666352
116,2021-08-19 14:52:35.309811,2021-08-19 14:52:36.220111,0.005856999999999779,6.263627,6.25777,6.260476,6.262444,6.263627
117,2021-08-19 14:52:27.460409,2021-08-19 14:52:37.130411,0,0,0,0,0,0
118,2021-08-19 14:52:37.273987,2021-08-19 14:52:38.184287,0.005843000000000015,0.143576,0.137733,0.140452,0.14134,0.143576
119,2021-08-19 14:52:47.931722,2021-08-19 14:52:48.842022,0.005856999999998891,9.747435,9.741578,9.744284,9.746252,9.747435
120,2021-08-19 14:52:36.330942,2021-08-19 14:52:49.752322,0,0,0,0,0,0
121,2021-08-19 14:52:45.988040,2021-08-19 14:52:50.662622,0,0,0,0,0,0
122,2021-08-19 14:52:57.113697,2021-08-19 14:52:58.023997,0.005857000000000667,6.451075,6.445218,6.447924,6.449892,6.451075
123,2021-08-19 14:52:47.517622,2021-08-19 14:52:58.934297,0,0,0,0,0,0
124,2021-08-19 14:52:54.514663,2021-08-19 14:52:59.844597,0,0,0,0,0,0
125,2021-08-19 14:53:06.108777,2021-08-19 14:53:07.019077,0.005856999999999779,6.26418,6.258323,6.261029,6.262997,6.26418
126,2021-08-19 14:52:58.749172,2021-08-19 14:53:07.929377,0,0,0,0,0,0
127,2021-08-19 14:53:03.339232,2021-08-19 14:53:08.839677,0,0,0,0,0,0
128,2021-08-19 14:53:14.929616,2021-08-19 14:53:15.839916,0.005856999999999779,6.089939,6.084082,6.086788,6.088756,6.089939
129,2021-08-19 14:53:07.836562,2021-08-19 14:53:16.750216,0,0,0,0,0,0
130,2021-08-19 14:53:12.375786,2021-08-19 14:53:17.660516,0,0,0,0,0,0
131,2021-08-19 14:53:23.759909,2021-08-19 14:53:24.670209,0.005856999999999779,6.099393,6.093536,6.096242,6.09821,6.099393
132,2021-08-19 14:53:16.735436,2021-08-19 14:53:25.580509,0,0,0,0,0,0
133,2021-08-19 14:53:21.181738,2021-08-19 14:53:26.490809,0,0,0,0,0,0
134,2021-08-19 14:53:32.871607,2021-08-19 14:53:33.781907,0.005857000000000667,6.380798,6.374941,6.377647,6.379615,6.380798
135,2021-08-19 14:53:25.929089,2021-08-19 14:53:34.692207,0,0,0,0,0,0
136,2021-08-19 14:53:30.101844,2021-08-19 14:53:35.602507,0,0,0,0,0,0
137,2021-08-19 14:53:42.757757,2021-08-19 14:53:43.668057,0.005856999999999779,7.15525,7.149393,7.152099,7.154067,7.15525
138,2021-08-19 14:53:34.955484,2021-08-19 14:53:44.578357,0,0,0,0,0,0
139,2021-08-19 14:53:38.994545,2021-08-19 14:53:45.488657,0,0,0,0,0,0
140,2021-08-19 14:53:51.640976,2021-08-19 14:53:52.551276,0.005857000000000667,6.152319,6.146462,6.149168,6.151136,6.152319
141,2021-08-19 14:53:46.337535,2021-08-19 14:53:53.461576,0,0,0,0,0,0
142,2021-08-19 14:53:51.551878,2021-08-19 14:53:54.371876,0,0,0,0,0,0
143,2021-08-19 14:54:00.858655,2021-08-19 14:54:01.768955,0.005857000000000667,6.486779,6.480922,6.483628,6.485596,6.486779
144,2021-08-19 14:53:55.161465,2021-08-19 14:54:02.679255,0,0,0,0,0,0
145,2021-08-19 14:54:00.580880,2021-08-19 14:54:03.589555,0,0,0,0,0,0
146,2021-08-19 14:54:09.800736,2021-08-19 14:54:10.711036,0.005856999999999779,6.211181,6.205324,6.20803,6.209998,6.211181
147,2021-08-19 14:54:03.879057,2021-08-19 14:54:11.621336,0,0,0,0,0,0
148,2021-08-19 14:54:09.389987,2021-08-19 14:54:12.531636,0,0,0,0,0,0
149,2021-08-19 14:54:18.734048,2021-08-19 14:54:19.644348,0.005856999999999779,6.202412,6.196555,6.199261,6.201229,6.202412
150,2021-08-19 14:54:12.696036,2021-08-19 14:54:20.554648,0,0,0,0,0,0
151,2021-08-19 14:54:18.350313,2021-08-19 14:54:21.464948,0,0,0,0,0,0
152,2021-08-19 14:54:27.660753,2021-08-19 14:54:28.571053,0.005856999999999779,6.195805,6.189948,6.192654,6.194622,6.195805
153,2021-08-19 14:54:21.693181,2021-08-19 14:54:29.481353,0,0,0,0,0,0
154,2021-08-19 14:54:27.439744,2021-08-19 14:54:30.391653,0,0,0,0,0,0
155,2021-08-19 14:54:36.768997,2021-08-19 14:54:37.679297,0.005856999999999779,6.377344,6.371487,6.374193,6.376161,6.377344
156,2021-08-19 14:54:30.577100,2021-08-19 14:54:38.589597,0,0,0,0,0,0
157,2021-08-19 14:54:36.284143,2021-08-19 14:54:39.499897,0,0,0,0,0,0
158,2021-08-19 14:54:45.732597,2021-08-19 14:54:46.642897,0.005857000000000667,6.2327,6.226843,6.229549,6.231517,6.2327
159,2021-08-19 14:54:39.624015,2021-08-19 14:54:47.553197,0,0,0,0,0,0
160,2021-08-19 14:54:45.457218,2021-08-19 14:54:48.463497,0,0,0,0,0,0
161,2021-08-19 14:54:54.989280,2021-08-19 14:54:55.899580,0.005856999999999779,6.525783,6.519926,6.522632,6.5246,6.525783
162,2021-08-19 14:54:48.715834,2021-08-19 14:54:56.809880,0,0,0,0,0,0
163,2021-08-19 14:54:54.511874,2021-08-19 14:54:57.720180,0,0,0,0,0,0
164,2021-08-19 14:55:04.076578,2021-08-19 14:55:04.986878,0.005857000000000667,6.356398,6.350541,6.353247,6.355215,6.356398
165,2021-08-19 14:54:57.610611,2021-08-19 14:55:05.897178,0,0,0,0,0,0
166,2021-08-19 14:55:03.555474,2021-08-19 14:55:06.807478,0,0,0,0,0,0
167,2021-08-19 14:55:13.308984,2021-08-19 14:55:14.219284,0.005856999999999779,6.501506,6.495649,6.498355,6.500323,6.501506
168,2021-08-19 14:55:06.554628,2021-08-19 14:55:15.129584,0,0,0,0,0,0
169,2021-08-19 14:55:12.402837,2021-08-19 14:55:16.039884,0,0,0,0,0,0
170,2021-08-19 14:55:22.328103,2021-08-19 14:55:23.238403,0.005856999999999779,6.288219,6.282362,6.285068,6.287036,6.288219
171,2021-08-19 14:55:15.283973,2021-08-19 14:55:24.148703,0,0,0,0,0,0
172,2021-08-19 14:55:21.355398,2021-08-19 14:55:25.059003,0,0,0,0,0,0
173,2021-08-19 14:55:31.259892,2021-08-19 14:55:32.170192,0.005856999999999779,6.200889,6.195032,6.197738,6.199706,6.200889
174,2021-08-19 14:55:24.122316,2021-08-19 14:55:33.080492,0,0,0,0,0,0
175,2021-08-19 14:55:30.264332,2021-08-19 14:55:33.990792,0,0,0,0,0,0
176,2021-08-19 14:55:40.256323,2021-08-19 14:55:41.166623,0.005856999999999779,6.265531,6.259674,6.26238,6.264348,6.265531
177,2021-08-19 14:55:33.083033,2021-08-19 14:55:42.076923,0,0,0,0,0,0
178,2021-08-19 14:55:41.668421,2021-08-19 14:55:42.987223,0,0,0,0,0,0
179,2021-08-19 14:55:49.335330,2021-08-19 14:55:50.245630,0.005856999999999779,6.348107,6.34225,6.344956,6.346924,6.348107
180,2021-08-19 14:55:42.028222,2021-08-19 14:55:51.155930,0,0,0,0,0,0
181,2021-08-19 14:55:50.628977,2021-08-19 14:55:52.066230,0,0,0,0,0,0
182,2021-08-19 14:55:58.444388,2021-08-19 14:55:59.354688,0.005856999999999779,6.378158,6.372301,6.375007,6.376975,6.378158
183,2021-08-19 14:55:50.415015,2021-08-19 14:56:00.264988,0,0,0,0,0,0
184,2021-08-19 14:55:59.668291,2021-08-19 14:56:01.175288,0,0,0,0,0,0
185,2021-08-19 14:56:07.182782,2021-08-19 14:56:08.093082,0.005857000000000667,6.007494,6.001637,6.004343,6.006311,6.007494
186,2021-08-19 14:56:00.111471,2021-08-19 14:56:09.003382,0,0,0,0,0,0
187,2021-08-19 14:56:08.856894,2021-08-19 14:56:09.913682,0,0,0,0,0,0
188,2021-08-19 14:56:16.405728,2021-08-19 14:56:17.316028,0.005856999999999779,6.492046,6.486189,6.488895,6.490863,6.492046
189,2021-08-19 14:56:09.656169,2021-08-19 14:56:18.226328,0,0,0,0,0,0
190,2021-08-19 14:56:17.849826,2021-08-19 14:56:19.136628,0,0,0,0,0,0
191,2021-08-19 14:56:25.455063,2021-08-19 14:56:26.365363,0.005856999999999779,6.318435,6.312578,6.315284,6.317252,6.318435
192,2021-08-19 14:56:18.630886,2021-08-19 14:56:27.275663,0,0,0,0,0,0
193,2021-08-19 14:56:26.992805,2021-08-19 14:56:28.185963,0,0,0,0,0,0
194,2021-08-19 14:56:34.504917,2021-08-19 14:56:35.415217,0.005856999999999779,6.318954,6.313097,6.315803,6.317771,6.318954
195,2021-08-19 14:56:27.794538,2021-08-19 14:56:36.325517,0,0,0,0,0,0
196,2021-08-19 14:56:36.097039,2021-08-19 14:56:37.235817,0,0,0,0,0,0
197,2021-08-19 14:56:46.865095,2021-08-19 14:56:47.775395,0.005856999999998891,9.629278,9.623421,9.626127,9.628095,9.629278
198,2021-08-19 14:56:36.643858,2021-08-19 14:56:48.685695,0,0,0,0,0,0
199,2021-08-19 14:56:44.975355,2021-08-19 14:56:49.595995,0,0,0,0,0,0
200,2021-08-19 14:56:55.996550,2021-08-19 14:56:56.906850,0.005856999999999779,6.400555,6.394698,6.397404,6.399372,6.400555
201,2021-08-19 14:56:45.516832,2021-08-19 14:56:57.817150,0,0,0,0,0,0
202,2021-08-19 14:56:53.792661,2021-08-19 14:56:58.727450,0,0,0,0,0,0
203,2021-08-19 14:57:05.014027,2021-08-19 14:57:05.924327,0.005857000000000667,6.286577,6.28072,6.283426,6.285394,6.286577
204,2021-08-19 14:56:57.813009,2021-08-19 14:57:06.834627,0,0,0,0,0,0
205,2021-08-19 14:57:02.675046,2021-08-19 14:57:07.744927,0,0,0,0,0,0
206,2021-08-19 14:57:13.905036,2021-08-19 14:57:14.815336,0.005857000000000667,6.160109,6.154252,6.156958,6.158926,6.160109
207,2021-08-19 14:57:06.726211,2021-08-19 14:57:15.725636,0,0,0,0,0,0
208,2021-08-19 14:57:11.456084,2021-08-19 14:57:16.635936,0,0,0,0,0,0
209,2021-08-19 14:57:22.838477,2021-08-19 14:57:23.748777,0.005856999999999779,6.202541,6.196684,6.19939,6.201358,6.202541
210,2021-08-19 14:57:18.014961,2021-08-19 14:57:24.659077,0,0,0,0,0,0
211,2021-08-19 14:57:20.862923,2021-08-19 14:57:25.569377,0,0,0,0,0,0
212,2021-08-19 14:57:31.635368,2021-08-19 14:57:32.545668,0.005857000000000667,6.065991,6.060134,6.06284,6.064808,6.065991
213,2021-08-19 14:57:26.884739,2021-08-19 14:57:33.455968,0,0,0,0,0,0
214,2021-08-19 14:57:29.708003,2021-08-19 14:57:34.366268,0,0,0,0,0,0
215,2021-08-19 14:57:40.583287,2021-08-19 14:57:41.493587,0.005856999999999779,6.217019,6.211162,6.213868,6.215836,6.217019
216,2021-08-19 14:57:35.765980,2021-08-19 14:57:42.403887,0,0,0,0,0,0
217,2021-08-19 14:57:38.596504,2021-08-19 14:57:43.314187,0,0,0,0,0,0
218,2021-08-19 14:57:49.761025,2021-08-19 14:57:50.671325,0.005856999999999779,6.446838,6.440981,6.443687,6.445655,6.446838
219,2021-08-19 14:57:44.783526,2021-08-19 14:57:51.581625,0,0,0,0,0,0
220,2021-08-19 14:57:47.760963,2021-08-19 14:57:52.491925,0,0,0,0,0,0
221,2021-08-19 14:58:01.691322,2021-08-19 14:58:02.601622,0.005856999999998891,9.199397,9.19354,9.196246,9.198214,9.199397
222,2021-08-19 14:57:53.565521,2021-08-19 14:58:03.511922,0,0,0,0,0,0
223,2021-08-19 14:57:56.766927,2021-08-19 14:58:04.422222,0,0,0,0,0,0
224,2021-08-19 14:58:10.564956,2021-08-19 14:58:11.475256,0.005856999999999779,6.142734,6.136877,6.139583,6.141551,6.142734
225,2021-08-19 14:58:03.909664,2021-08-19 14:58:12.385556,0,0,0,0,0,0
226,2021-08-19 14:58:05.580077,2021-08-19 14:58:13.295856,0,0,0,0,0,0
227,2021-08-19 14:58:19.543490,2021-08-19 14:58:20.453790,0.005856999999999779,6.247634,6.241777,6.244483,6.246451,6.247634
228,2021-08-19 14:58:12.790174,2021-08-19 14:58:21.364090,0,0,0,0,0,0
229,2021-08-19 14:58:14.566245,2021-08-19 14:58:22.274390,0,0,0,0,0,0
230,2021-08-19 14:58:28.658224,2021-08-19 14:58:29.568524,0.005857000000000667,6.383834,6.377977,6.380683,6.382651,6.383834
231,2021-08-19 14:58:21.717191,2021-08-19 14:58:30.478824,0,0,0,0,0,0
232,2021-08-19 14:58:23.485299,2021-08-19 14:58:31.389124,0,0,0,0,0,0
233,2021-08-19 14:58:37.760951,2021-08-19 14:58:38.671251,0.005856999999999779,6.371827,6.36597,6.368676,6.370644,6.371827
234,2021-08-19 14:58:30.855715,2021-08-19 14:58:39.581551,0,0,0,0,0,0
235,2021-08-19 14:58:32.409487,2021-08-19 14:58:40.491851,0,0,0,0,0,0
236,2021-08-19 14:58:47.016321,2021-08-19 14:58:47.926621,0.005856999999999779,6.52447,6.518613,6.521319,6.523287,6.52447
237,2021-08-19 14:58:39.934110,2021-08-19 14:58:48.836921,0,0,0,0,0,0
238,2021-08-19 14:58:41.869882,2021-08-19 14:58:49.747221,0,0,0,0,0,0
239,2021-08-19 14:58:55.899689,2021-08-19 14:58:56.809989,0.005856999999999779,6.152468,6.146611,6.149317,6.151285,6.152468
240,2021-08-19 14:58:49.039245,2021-08-19 14:58:57.720289,0,0,0,0,0,0
241,2021-08-19 14:58:50.859524,2021-08-19 14:58:58.630589,0,0,0,0,0,0
242,2021-08-19 14:59:04.866921,2021-08-19 14:59:05.777221,0.005856999999999779,6.236332,6.230475,6.233181,6.235149,6.236332
243,2021-08-19 14:58:57.894733,2021-08-19 14:59:06.687521,0,0,0,0,0,0
244,2021-08-19 14:58:59.890340,2021-08-19 14:59:07.597821,0,0,0,0,0,0
245,2021-08-19 14:59:13.817476,2021-08-19 14:59:14.727776,0.005857000000000667,6.219655,6.213798,6.216504,6.218472,6.219655
246,2021-08-19 14:59:06.851368,2021-08-19 14:59:15.638076,0,0,0,0,0,0
